screen_name,tweet_id,datetime,date,time,latitude,longitude,content
Wittser,6.63002E+17,11/7/15 14:35,11/07/15,14:35,50.549659,-4.907081,Here we go @St_MinverFC v St Dominick #cornwallfootball (@ St Minver Football Ground) https://t.co/OynmYVc0Wa https://t.co/wa3u4mtjBf
stuhubs,6.63002E+17,11/7/15 14:36,11/07/15,14:36,51.53186007,0.03865601,Over the hammers with my brother #coyi @ West Ham Utd Football Ground https://t.co/6SkVZMR6sU
emilykirtland,6.63002E+17,11/7/15 14:37,11/07/15,14:37,40.0290604,-83.1593399,Football season rolls on with a new team. So proud of this kid!! Let's do https://t.co/o7sygvCfqQ
Shimienicola,6.63003E+17,11/7/15 14:38,11/07/15,14:38,50.860321,-0.0837,Let's Go Brighton #amexstadium #brighton #seagulls #football https://t.co/c6ledQgG5U
LoreMorales_,6.63003E+17,11/7/15 14:39,11/07/15,14:39,42.605,-94.998,Last night cheering at the football boys who did a great job all the https://t.co/90cNKG9pD0
Shimienicola,6.63003E+17,11/7/15 14:39,11/07/15,14:39,50.86145664,-0.0839767,Brighton football #seagulls #brightonamexstadium #football #familyfirst https://t.co/9tARljkJmR
raunchofu,6.63003E+17,11/7/15 14:40,11/07/15,14:40,56.07527212,-3.44210058,Pie and Bovril @ Dunfermline Athletic Football Club.East End Park https://t.co/3Mc7GM3z3I
makkkcity,6.63003E+17,11/7/15 14:41,11/07/15,14:41,40.44666667,-80.01583333,BFF &amp; Pitt football  #reunited #BeatND @ Heinz Field https://t.co/gwP29RexAe
JasonR1974,6.63003E+17,11/7/15 14:41,11/07/15,14:41,53.46329344,-2.29052642,At the home of football #mufc4life @ Old Trafford https://t.co/sdG2J13ZzY
surf66_,6.63003E+17,11/7/15 14:41,11/07/15,14:41,53.58087624,-2.29493533,"Away @ Bury for the second time this season #wafc @ Bury Football Club, Gigg Lane https://t.co/bG6hIcWP4K"
daedreams8,6.63004E+17,11/7/15 14:42,11/07/15,14:42,25.95764033,-80.23876791,Let's Go #Canes #Football #d1 #NCAA #MiamiHurricanes #Hurricanes #DaeDreams @ Sun Life Stadium https://t.co/5huXP74q5V
PYSkull,6.63004E+17,11/7/15 14:43,11/07/15,14:43,35.22694444,-80.84333333,@nfl @gma @sonypictures espn @ncaa - Use the link in our bio to watch the video. - #ForTheGame https://t.co/Dq9AgWlfXg
jackmajor95,6.63004E+17,11/7/15 14:43,11/07/15,14:43,52.62208164,1.30922177,Yellows  #Norwich #Swansea #BattleOfTheBirds @ Norwich City Football Club https://t.co/zo2L0HSpW9
jhicks7567,6.63004E+17,11/7/15 14:44,11/07/15,14:44,29.8741877,-95.492394,@torylanez  Tory I am the cuz of two NFL players akiem hicks#72 for the patriots and Jordan hicks #58 for the eagles I would like to
djaplumber,6.63004E+17,11/7/15 14:44,11/07/15,14:44,51.53186007,0.03865601,#WHU #s #neverforget @ West Ham Utd Football Ground https://t.co/pAp6LoOjZ1
Hailey_Weathers,6.63004E+17,11/7/15 14:44,11/07/15,14:44,35.44201199,-93.65316243,He is my favorite senior @ Westside Rebels Football Field https://t.co/sMig8uMqCP
CryanConnie,6.63004E+17,11/7/15 14:45,11/07/15,14:45,51.50944402,-0.23203935,Taken lil Broski down the Loft  @ QPR - Loftus Road Football Stadium https://t.co/bFUX5CijDC
ianmac55,6.63004E+17,11/7/15 14:45,11/07/15,14:45,52.44788886,-1.49554084,First sight! #savethecobblers @ Ricoh Arena. Coventry City Football Club https://t.co/3frZQWIsSp
ianmac55,6.63005E+17,11/7/15 14:46,11/07/15,14:46,52.44788886,-1.49554084,Welcome! We've travelled 35 miles! @ Ricoh Arena. Coventry City Football Club https://t.co/uFjjJQ5e9S
BlackCatModel,6.63005E+17,11/7/15 14:46,11/07/15,14:46,34.9284368,-82.29239367,Go Clemson!!!  #blackcatmodeling #yeahthatgreenville #jumpforjoy #clemson #football #tigers @ Black https://t.co/Bf9riDJvTL
RubberDuckDoes,6.63005E+17,11/7/15 14:47,11/07/15,14:47,51.13818324,1.28542854,First football match selfie lani_loves_life  #coyw @ Dover Athletic Football https://t.co/QAPN7FfmF5
VirtualJukebox,6.63005E+17,11/7/15 14:47,11/07/15,14:47,51.8840944,-1.75947392,Fame by Irene Cara is #nowplaying in Duke of Wellington.
pearly976,6.63005E+17,11/7/15 14:47,11/07/15,14:47,19.31108835,-99.17416142,NFL Experience! (@ deportivo Alfredo Harp Helu) https://t.co/S5B2QJcLhb
ianmac55,6.63005E+17,11/7/15 14:48,11/07/15,14:48,52.44788886,-1.49554084,Cobblers fans - finding our voices! #savethecobblers @ Ricoh Arena. Coventry City Football Club https://t.co/ZxokUxLGyM
KiadaeDebreez28,6.63005E+17,11/7/15 14:48,11/07/15,14:48,35.4769652,-78.1012234,"""@HighSchoolOT: If your football team normally plays at 7:00, taken noteAll football playoff games kickoff at 7:30 PM."""
OilerfbBaker,6.63005E+17,11/7/15 14:49,11/07/15,14:49,41.02565942,-83.65497013,It's a beautiful day for football! https://t.co/J5JPpO4AYV
Boston_CP,6.63005E+17,11/7/15 14:49,11/07/15,14:49,42.3561185,-71.0552516,Friday's local high school football scoreboard https://t.co/T0HKIHhL0G
BrucePeck,6.63005E+17,11/7/15 14:49,11/07/15,14:49,42.178942,-70.912426,#goPats RT @sarahwroblewski: Great weather for the @Patriots game @GilletteStadium tomorrow. @fox25news #NFL https://t.co/savxChQ8JV
JpNeZz,6.63005E+17,11/7/15 14:50,11/07/15,14:50,39.1362,-84.5031,"City Championships tailgate!  Go Silverhawks!  #smoy #silverhawks #football @ Cincinnati, Ohio https://t.co/zLrwm5yFeX"
Tori_Risley17,6.63006E+17,11/7/15 14:50,11/07/15,14:50,35.44283203,-94.33576316,Last night I cheered at my last football game. It's been a great 4 years cheering on the pointers! https://t.co/lK3YjDOn9P
KesiJohnson,6.63006E+17,11/7/15 14:50,11/07/15,14:50,52.7667,-1.2,A hungover play in the park it is then  #labrador #chocolatelab #puppyeyes #football #playtime https://t.co/iePnXs6czx
__pikachu361,6.63006E+17,11/7/15 14:51,11/07/15,14:51,17.07794689,-61.8149635,I.A football game yesterday with priscilla.g_ kara_james123 https://t.co/jQwlrtq99u
megaprratama,6.63006E+17,11/7/15 14:51,11/07/15,14:51,0.13864,117.48989,"Budayakan nobar  (with Bobby, Fikri, and Satrio at Planet Football Bar &amp; Caf) [pic]  https://t.co/LzyV2ZX3tY"
cailynstyles,6.63006E+17,11/7/15 14:53,11/07/15,14:53,32.8691711,-97.3477707,My day one on my last day. (don't mind my crazy eye) @ Saginaw Rough Riders Football https://t.co/lPsbQgBQuz
_KhunSax,6.63006E+17,11/7/15 14:53,11/07/15,14:53,18.76616334,99.03719214,Pizz @ The Duke's Steak Ribs Seafood Pizza at Promenada Branch https://t.co/U3TRLdtytM
HarrisWRE,6.63006E+17,11/7/15 14:53,11/07/15,14:53,40.98809235,15.64680379,"1~#Messina / 0~#Melfi (PZ) ~ #FiniPrimoTempo#20MilaInseiME #Italy #Football / #Calcio #RoadTrip https://t.co/YfUleDntUj"
Arcalle85,6.63006E+17,11/7/15 14:53,11/07/15,14:53,41.66646905,-3.69911057,Sesin fotogrfica maanera sobre ftbol. Muy contento con el resultado. #ftbol #football #acf https://t.co/dCRKkw4W8i
MilaaRayy,6.63006E+17,11/7/15 14:53,11/07/15,14:53,38.87506311,-76.86573431,At My Babe Football Game  @ Walker Mill Regional Park https://t.co/sYordkSl5I
alexburr42,6.63007E+17,11/7/15 14:54,11/07/15,14:54,27.97542388,-82.71017457,@DeanNoLongerInO. You like? https://t.co/RhbWhaYQHJ
gabrielavalcu,6.63007E+17,11/7/15 14:54,11/07/15,14:54,51.53186007,0.03865601,Let's beat cancer !!! #everton #uptonpark #coyb @ West Ham Utd Football https://t.co/465nsIF6FZ
PhilipLoizides,6.63007E+17,11/7/15 14:54,11/07/15,14:54,-26.02388247,27.99014001,Football day #supersportunitedfc #braziliansoccer @ Fourways Johannesburg https://t.co/5RDXKRBUTa
MsyakirN,6.63007E+17,11/7/15 14:55,11/07/15,14:55,-6.94636,107.58926,Hidup adalah udunan jang futsal (with revolutionrvltn at Total Football Futsal)  https://t.co/TYr68yuJ1G
VinceSutton,6.63007E+17,11/7/15 14:56,11/07/15,14:56,52.62027778,-1.14222222,The match ball being delivered at today's game. #lcfc #football @ King Power Stadium https://t.co/c93nvxq8GO
will_brockel,6.63007E+17,11/7/15 14:56,11/07/15,14:56,42.89898764,-87.97800518,We're hanging around. 3 down 2 to go @ Franklin High Football Stadium. https://t.co/LzyTDmZInc
nicreyes_,6.63007E+17,11/7/15 14:57,11/07/15,14:57,14.56201656,120.9947598,"I'm at Duke's Coffee Place in Manila, Metro Manila https://t.co/Y4aP4AfB8v"
manutdeal,6.63007E+17,11/7/15 14:57,11/07/15,14:57,40.70229648,-74.00994876,Football Fabric Bunting/Banner Manchester United https://t.co/3aGvGwBRMf
VirtualJukebox,6.63007E+17,11/7/15 14:57,11/07/15,14:57,54.11666888,-3.22611356,"Found A Way Out by Birth is #nowplaying in Duke of Edinburgh Hotel, Barrow-in-Furness.  Download it now at https://t.co/FVxmQsHvjw"
sonofapcalypse,6.63007E+17,11/7/15 14:57,11/07/15,14:57,53.72852168,-2.48956084,#whatsaturdaysarefor #footyselfie @ Blackburn Rovers Football Club - https://t.co/8YgSCkS5VS
stuhubs,6.63007E+17,11/7/15 14:57,11/07/15,14:57,51.53186007,0.03865601,Hammers @ West Ham Utd Football Ground https://t.co/20Kgcx5OrR
athleticsGHS,6.63007E+17,11/7/15 14:57,11/07/15,14:57,41.467527,-90.17685816,Good Luck to Nathan Soria and Josie Brown at cross country state today. Also good luck to football as they take on Manteno. Go Geneseo!
Supahoopz,6.63008E+17,11/7/15 14:58,11/07/15,14:58,51.50944402,-0.23203935,#QPR @ QPR - Loftus Road Football Stadium https://t.co/WSHgUIFf8D
LealLiv,6.63008E+17,11/7/15 14:58,11/07/15,14:58,39.10094204,-84.51700687,The day they have been waiting for! Good luck CF1! (@ Duke Energy Convention Center) https://t.co/dveomU0PHd https://t.co/XdsEKzaWeS
Gavin_parky,6.63008E+17,11/7/15 14:58,11/07/15,14:58,53.58087624,-2.29493533,"Bury away in #facup #wafc #latics #coyb #awaydays #emiratesfacup @ Bury Football Club, Gigg Lane https://t.co/PPAWGzu1ZG"
Mackinnon25,6.63008E+17,11/7/15 14:59,11/07/15,14:59,55.78044261,-3.98038245,#ictfc @ Motherwell Football Club https://t.co/sYsaKrI0bT
stuhubs,6.63008E+17,11/7/15 14:59,11/07/15,14:59,51.53186007,0.03865601,Poppy remember @ West Ham Utd Football Ground https://t.co/2C64AYsVmc
MrCompo,6.63008E+17,11/7/15 14:59,11/07/15,14:59,51.47747748,-0.95467787,@MarcFVandeVelde https://t.co/f53HC8X1bb
MaireadAC,6.63008E+17,11/7/15 14:59,11/07/15,14:59,51.47486027,-0.22080252,Meat and onions. @ Fulham Football Club https://t.co/Y5kOsViIVH
BigRagu,6.63008E+17,11/7/15 14:59,11/07/15,14:59,40.6036752,-78.7056018,@dandrea15 Duke?  Dukes lazy!
andreaginola01,6.63008E+17,11/7/15 14:59,11/07/15,14:59,51.47477414,-0.22054285,Game on ! FFC - Birmingham ..  #football #championship #england https://t.co/iVOW3Q6bRZ
alexamarie2240,6.63008E+17,11/7/15 15:00,11/07/15,15:00,40.68491234,-73.36731181,football games with my fave personn everr #dontfalloffthebleachers @ https://t.co/XKtkfmhFYX
craigbiff79,6.63008E+17,11/7/15 15:01,11/07/15,15:01,51.6190728,-3.432686,"Football,darts,football again and then the boxing perfect Saturday on the sofa #chinese #fattyforlife #larger"
Morh,6.63008E+17,11/7/15 15:01,11/07/15,15:01,-33.9253,18.4239,"Enjoying my beer watching football  that's my Saturday at the moment @ Cape Town, South Africa https://t.co/fkhs8H9Dlg"
justNannerss,6.63009E+17,11/7/15 15:02,11/07/15,15:02,38.75782868,-93.74116932,Last football game of the season!  #ucmguard @ University of Central https://t.co/CQ46tWSnja
astritgashi,6.63009E+17,11/7/15 15:03,11/07/15,15:03,42.66160319,21.16164403,Duke u interesuar rreth fatit te atdheut. Duke u preokupuar mbi lirine e demokracine.  @ Taverna Miqt https://t.co/BdH2Z3W9NR
KeysTheLegend,6.63009E+17,11/7/15 15:03,11/07/15,15:03,40.4594002,-85.4971466,Senior day for football. Come out and support!! @ Taylor University https://t.co/FEVMiHqpaf
DSPos72,6.63009E+17,11/7/15 15:03,11/07/15,15:03,33.24947479,-111.8433658,Last night @spospisil65 played his last varsity football game as PHS lost https://t.co/ivPG5QQ4nm
Burmese_Bandit,6.63009E+17,11/7/15 15:03,11/07/15,15:03,51.53186007,0.03865601,#GW12 #FPL Remembering the Fallen #WHUFC vs #EFC ...#COYI @ West Ham Utd Football Ground https://t.co/WHJ0bHA0r7
HarryFremantle,6.63009E+17,11/7/15 15:04,11/07/15,15:04,51.47486027,-0.22080252,Fulham v Birmingham #ffc @ Fulham Football Club https://t.co/zlCMpUrpAr
Willsthatdude,6.63009E+17,11/7/15 15:04,11/07/15,15:04,47.59506553,-122.3318326,Got My Dude Kam Chancellor Right Here #Seattle #Seahawks #Football 1/4 of https://t.co/QgtWo4P7qS
Its_Square_SRFC,6.63009E+17,11/7/15 15:04,11/07/15,15:04,53.53009,-6.0936293,Cant wait for everyone to pretend that they're interested in the women's football before the cup final tomorrow
NewYorkCP,6.63009E+17,11/7/15 15:05,11/07/15,15:05,40.71669795,-74.00001602,"Col. students, including members of football team, swapping nude photos like trading cards https://t.co/s4VECdN4VP"
SanAntonioCP,6.63009E+17,11/7/15 15:05,11/07/15,15:05,29.42989111,-98.48699646,FOOTBALL PHOTOS: Kerrville Tivy and Alamo Heights just kept scoring! The Antlers got a 71-57 victory over the Mules. https://t.co/uhHIBRwmS4
SanAntonioCP,6.63009E+17,11/7/15 15:05,11/07/15,15:05,29.42989111,-98.48699646,FOOTBALL PHOTOS: Stevens had no problem as they rolled to a 63-14 victory over Clark to secure a playoff spot. https://t.co/z9aEfaBHjt
UMassFootball,6.63009E+17,11/7/15 15:05,11/07/15,15:05,42.09119689,-71.2640977,Minutemen have arrived! #WinTogether #BeatAkron @ UMass Football @ Gillette Stadium https://t.co/6IKxnOkeOR
DenverCP,6.63009E+17,11/7/15 15:05,11/07/15,15:05,39.74601199,-104.9945934,"SCHEDULE: Busy Saturday of State Football, Soccer, Volleyball &amp; Gymnastics. Follow on 9news 9sports copreps https://t.co/drEvVr0HxL"
LadyMinerva13,6.63009E+17,11/7/15 15:05,11/07/15,15:05,38.20519076,-85.75775512,#beatsyracuse #gocards (@ Papa John's Cardinal Stadium - @uoflsports for Louisville Cardinals College Football v...) https://t.co/XdpHVKNx6x
jenscungio,6.6301E+17,11/7/15 15:06,11/07/15,15:06,38.87995249,-77.00633267,"""At the age of 38, Tom Brady is destroying the NFL with the best form of his life"" #TB12 #GOAT #PatriotsNation https://t.co/ZhwNEvcfa1"
JamesJJWilliams,6.6301E+17,11/7/15 15:07,11/07/15,15:07,51.53186007,0.03865601,"0-0 even so far, Everton pressing @ West Ham Utd Football Ground https://t.co/pALZe75Ezy"
CharlotteCP,6.6301E+17,11/7/15 15:08,11/07/15,15:08,35.22483977,-80.84079342,Injured football player flips coin at last night's Mallard Creek game https://t.co/L4fzqVELEK
ContessaKayla,6.6301E+17,11/7/15 15:08,11/07/15,15:08,38.75877915,-93.74274909,"Pittsburg State vs Central Missouri football (@ Walton Stadium-Kennedy Field in Warrensburg, MO) https://t.co/xC8Az6C9lM"
LeeRoy_Chetty,6.6301E+17,11/7/15 15:08,11/07/15,15:08,-26.23488892,27.98188487,Crazy times at the Soweto football derby with these crazy Brunswick kids! #chiefsvspirates https://t.co/3jJgNaELW7
tom4003,6.6301E+17,11/7/15 15:08,11/07/15,15:08,53.72852168,-2.48956084,Executive box seats... #alrightforsome @ Blackburn Rovers Football Club - Ewood Park https://t.co/4e3bttXa3d
PhoenixCP,6.6301E+17,11/7/15 15:08,11/07/15,15:08,33.46889822,-112.093793,Former NFL player Donovan McNabb pleaded guilty to a non-extreme DUI https://t.co/80MePTETiK
bob0sama,6.6301E+17,11/7/15 15:09,11/07/15,15:09,34.1457878,-118.41216,"Football (at @SportsmensLodge in Studio City, CA) https://t.co/Q934VvIuAC"
DrewLayton,6.6301E+17,11/7/15 15:09,11/07/15,15:09,40.44681005,-80.01582506,Hail to Pitt! #beatND #pittisit @ Pittsburgh Panthers At Heinz Field https://t.co/hNSHyrN89M
helloyoufool,6.63011E+17,11/7/15 15:10,11/07/15,15:10,53.39955391,-2.16675282,"Football. #stockportCounty v #chorleyFM (@ Edgeley Park in Stockport, Greater Manchester) https://t.co/hgKBAmz01b"
Donnie19,6.63011E+17,11/7/15 15:10,11/07/15,15:10,33.20889739,-87.55346948,Today's lineup. College football is the best! @ Bama Gameday Center https://t.co/rh9nifYGm7
MrDavidMaurice,6.63011E+17,11/7/15 15:10,11/07/15,15:10,53.3478,-6.2597,"Nikki is not overly impressed with LVGs brand of football. #asleep @ Dublin, Ireland https://t.co/pyjLw7M0t3"
DouglasGAAClub,6.63011E+17,11/7/15 15:10,11/07/15,15:10,51.88970644,-8.39383163,Premier Minor Football League Final  Douglas  1.05    St Finbarr's 0.05 H/T @RebelOg_
DouglasGAAClub,6.63011E+17,11/7/15 15:11,11/07/15,15:11,51.88805431,-8.3967429,Premier Minor Football League Final  Douglas  1.06.   St Finbarr's 0.05 H/T @RebelOg_
NacereddineSall,6.63011E+17,11/7/15 15:11,11/07/15,15:11,33.92173835,-6.92942475,#team #great #win #football @ Stade Municipale Temara https://t.co/RfZsl8DYlV
CharlieBarey,6.63011E+17,11/7/15 15:11,11/07/15,15:11,-34.66166979,-58.47627545,Last chance! Un partido mas! #football #instafootball #puma #lapicazon @ Repblica De Mataderos https://t.co/RXJ9P1oWTE
MimiVuVu,6.63011E+17,11/7/15 15:11,11/07/15,15:11,51.47477414,-0.22054285,A good Saturday's football #fulhamfc cravencottage @ Craven Cottage https://t.co/8OPexk8iHC
ffc2004,6.63011E+17,11/7/15 15:12,11/07/15,15:12,51.47486027,-0.22080252,#FFC #COYW @ Fulham Football Club https://t.co/8QeqpyWubp
maria24always,6.63011E+17,11/7/15 15:13,11/07/15,15:13,37.79289953,-121.2464073,Crazy to think last night was my last football game  I remember https://t.co/bSjDQNBOKH
HilmyHaliman,6.63012E+17,11/7/15 15:13,11/07/15,15:13,3.1945489,101.7308534,"Saturday Nite Football lah brader. #GomoGomoManUtd (@ Ali Maju Cafe in Kuala Lumpur, WP Kuala Lumpur) https://t.co/GyMon8FauY"
DavideDePas,6.63012E+17,11/7/15 15:13,11/07/15,15:13,38.90444444,-77.04916667,"Always a pleasure to see Lavar Arrington, we work together with Under Armour football #DC https://t.co/xT11v9EpcW"
BLifeConroe,6.63012E+17,11/7/15 15:13,11/07/15,15:13,30.30400085,-95.4312973,FOOTBALL: Conroe Tigers upset College Park in final game of the season https://t.co/oNq3rOINIt
jenwielgus,6.63012E+17,11/7/15 15:14,11/07/15,15:14,40.2032,-74.7609,An hour 55. F*ck yeah. See you at the football game later on. @ Arm &amp; Hammer Park https://t.co/40sW75vI9O
DawgpoundRich64,6.63012E+17,11/7/15 15:15,11/07/15,15:15,41.48548437,-81.77137257,"""@wkyc: Have you seen the photos of Greg Hardy's ex-girlfriend? How do you think the NFL should punish him? https://t.co/tVQYKa2ie0""CUT HIM"
SamMorrison_x,6.63012E+17,11/7/15 15:16,11/07/15,15:16,53.9599724,-1.0800792, @ Duke of York https://t.co/uc7xZWULVo
CarmenWaldes,6.63013E+17,11/7/15 15:18,11/07/15,15:18,35.11510899,-120.5789779,Homecoming Football game..   #Aghs #eagles #somuchfun @ Arroyo https://t.co/PFtl1WXBFx
NiallDonnelly5,6.63013E+17,11/7/15 15:18,11/07/15,15:18,53.45074957,-6.15445916,"Beer, espresso &amp; football. Hollibubs are fun. @ Duffy's Pub https://t.co/ngDzwreyAQ"
Jrob426,6.63013E+17,11/7/15 15:19,11/07/15,15:19,41.11250361,-81.65299131,S/o to Nawn!!  @ Copley High Football Stadium https://t.co/CYWOIqn5Dv
marinuqui_4,6.63013E+17,11/7/15 15:20,11/07/15,15:20,37.0678139,-120.8172607,#Powder #Everywhere  @ Pacheco Panthers Football https://t.co/5ZZZq1QQxk
matt4duke2001,6.63013E+17,11/7/15 15:21,11/07/15,15:21,36.0757484,-79.099617,#saturday has begun. #Duke pre game #hillsborough #laplace @ Laplace https://t.co/u4ovVmW7yq
granolabandz,6.63014E+17,11/7/15 15:21,11/07/15,15:21,30.08815155,-81.71044419,"this football season has by far been my favorite, thanks to this bear https://t.co/JIjYWAMAFs"
Luntu_J,6.63014E+17,11/7/15 15:22,11/07/15,15:22,-33.98825912,25.57590575,I see you're still in dreamland. RT @vuyolwe2: Luntu_J mxm u came to defend hence we are not playing our attacking football
3dogmary,6.63014E+17,11/7/15 15:23,11/07/15,15:23,42.27682921,-71.0194038,@Fiercely_ @CowboyNation @tonyromo @JasonWitten Jerry Jones said he may not have done it! #Appalled @Panthers did the right thing #Class
martinzane,6.63014E+17,11/7/15 15:24,11/07/15,15:24,41.099397,-83.990534,"Much football, such wow.  @ Leipsic High School https://t.co/JoGv5FSwbI"
NatachaTonissoo,6.63014E+17,11/7/15 15:24,11/07/15,15:24,51.49125948,-0.15966353,London is feeling Christmassy already  #nevertooearly #christmas #London #dukeofyorksquare @ Duke of https://t.co/fgLEVWssvw
CuTeLiLRoSiE,6.63014E+17,11/7/15 15:24,11/07/15,15:24,34.15902371,-117.420581,Nothing like football at 6:30am #footballfamily #welovesports #footballislife #teamcervantes https://t.co/efWrja2L17
jjcurly,6.63014E+17,11/7/15 15:24,11/07/15,15:24,39.10093107,-84.5174494,Betsy Ross Ohio women's leadership conference #ohwomenssummit @ Duke Energy Convention Center https://t.co/it25c1K26q
jewel_terrace,6.63015E+17,11/7/15 15:27,11/07/15,15:27,40.097206,-75.3763189,"What a time#HomecomingCourt2015 @ Plymouth Whitemarsh Football Field https://t.co/kNRWAZkHZJ"
UsmanRx,6.63015E+17,11/7/15 15:27,11/07/15,15:27,12.45965942,10.03612937,"Job security is a major concern of every worker, football is not an exception. There's job security with AFC n dats y Pep want to join."
eaoutten,6.63015E+17,11/7/15 15:27,11/07/15,15:27,35.90668894,-79.04779043,#gdtbath @ UNC Kenan Football Stadium https://t.co/rHWwI84yAe
amaruphotos,6.63015E+17,11/7/15 15:28,11/07/15,15:28,-16.0333,35.5,#LifeInVillage Football is one of the biggest entertainment in villages and every weekend there a https://t.co/tkkCBMho1d
manutdeal,6.63015E+17,11/7/15 15:28,11/07/15,15:28,40.70229648,-74.00994876,Manchester United/Football Club/Fans/Official Crest/Enamel/Pin/Lapel/Badge/New https://t.co/AuhwisSiw1 https://t.co/u677sHbhJK
ssalsabrina,6.63015E+17,11/7/15 15:28,11/07/15,15:28,-6.55896,106.73302,After perform-ing si duke membahana luvvv  (with Irianti at Imah Nini - Gallery And Coffeeshop) [pic]  https://t.co/q7svHddHza
jseit,6.63015E+17,11/7/15 15:29,11/07/15,15:29,40.44666667,-80.01583333,Hail to friends. Hail to football. Hail to Pitt.  @ Heinz Field https://t.co/WT1PYwRPiP
mccarthy_stuart,6.63016E+17,11/7/15 15:30,11/07/15,15:30,51.46150128,-0.08377508,#dulwichhamletfc vs #hendonfc 1-1 nail biting stuff! #grassroots #football #mantime #boytime with https://t.co/GW0y8vHvO8
thandi1722,6.63016E+17,11/7/15 15:30,11/07/15,15:30,-26.3711615,28.3831908,@NonnBotha yoooo i mic those Duke box tym@SolidGold aint nothing going on bt da rent..luv it..
Mr_AlexHall,6.63016E+17,11/7/15 15:30,11/07/15,15:30,35.1208916,-89.9770813,Cool breeze means football weather... It's Gameday!! #gotigersgo #realmemphisfootball #ilovememphis @ https://t.co/FRQsxkqLc2
ubech_poker,6.63016E+17,11/7/15 15:31,11/07/15,15:31,-7.35861,108.11167,#Instagram #Stadion #Football #International #Fifa #Vacation #MtmaTasik #AmazingTasikmalaya #mtma https://t.co/wRE5MShkBl
DanielleJ,6.63016E+17,11/7/15 15:31,11/07/15,15:31,28.54242184,-81.38837486,"Flag football with the kidos! (@ Coalition for the Homeless of Central Florida - @cfl_homeless in Orlando, FL) https://t.co/IMS0msG8kA"
aubreypeirce23,6.63016E+17,11/7/15 15:31,11/07/15,15:31,39.991,-75.797,Don't know what I'd do without these 2  Last football game being a Red https://t.co/skpIhhBefy
maydekskp,6.63016E+17,11/7/15 15:32,11/07/15,15:32,18.75333491,99.10361725," Chang Football Moment #prettygirl @ Huen Kam Terrace - , https://t.co/zlJW7JC6Xm"
HaydenConner,6.63016E+17,11/7/15 15:33,11/07/15,15:33,29.78217001,-95.83373673,Channeling my inner leonard_fournette #geauxtigers lsufootball @ Katy High School Football Stadium https://t.co/C66y0iYBGJ
nicoleezangll,6.63017E+17,11/7/15 15:34,11/07/15,15:34,40.63214616,-75.57956034,Senior night 2015  #OnceATrojan #AlwaysATrojan @ Parkland Football https://t.co/J8tKBjkojE
billb21,6.63017E+17,11/7/15 15:35,11/07/15,15:35,40.4250816,-86.91213324,"Football game with Katherine (@ Purdue University - @lifeatpurdue in West Lafayette, IN) https://t.co/Ml5Wb49r3W"
CaseyStern,6.63017E+17,11/7/15 15:35,11/07/15,15:35,40.65899254,-73.48915195,@joeNnashville I'm off Sat IP till after Super Bowl because of all the NFL work. I'm back Monday
JEROMEBELLSINGS,6.63017E+17,11/7/15 15:36,11/07/15,15:36,40.7568207,-73.9880829,Saturday rehearsal on #42ndstreet #STANDARDTIME #musical #theatre #duke #markstuartdancetheatre https://t.co/PDtgFM5Dfw
Workshop_Joe,6.63017E+17,11/7/15 15:36,11/07/15,15:36,34.88194444,-120.4177778,The silence before the storm. #football #eagles #fcyfl #fivecities #dadlife @ St. Joseph High School https://t.co/MEx9y1xnoX
DjPsyfex,6.63018E+17,11/7/15 15:37,11/07/15,15:37,-26.2746772,27.8199203,"He must stop going to @KONG_urban every sunday n start playing better football RT""@Sanza_T: Lebese is a small boy for a derby maan"""
TheyCallMeRoca,6.63018E+17,11/7/15 15:38,11/07/15,15:38,38.435,-77.45138889,First game I've been able to see all season and Forge football is still doing good! Great job guys on https://t.co/8oHCkawEya
rocker949,6.63018E+17,11/7/15 15:38,11/07/15,15:38,39.65265038,-79.95516266,Runnin' through the 6..  #Woes #gameday #WVU @ WVU Football Stadium https://t.co/2FHQKVkW91
Arnaud_Seg,6.63018E+17,11/7/15 15:38,11/07/15,15:38,43.6,1.43333,Selfie avec une lgende du football ... Just Fontaine  #selfie #legende #fontaine #coupedumonde https://t.co/CVdshYysAM
paigedkling,6.63018E+17,11/7/15 15:39,11/07/15,15:39,39.65265038,-79.95516266,"Come vote for my chili titled ""Momma Michelle's Chili"" @ WVU Football Stadium https://t.co/rPG7vs4sLu"
jfield1869,6.63018E+17,11/7/15 15:39,11/07/15,15:39,36.0199056,-115.0900322,@DukeCrumpton_ @bmichelle007 @PetraCz007 @lilhak420 @gm2975 always duke Hailz \m/
mjazark,6.63018E+17,11/7/15 15:39,11/07/15,15:39,39.65265038,-79.95516266,Joe Fairless getting his war paint on for the #TexasTech #WestVirginia game! @ WVU Football Stadium https://t.co/Ph8KbEMPSp
bottledtapped,6.63018E+17,11/7/15 15:40,11/07/15,15:40,35.48209,-80.8804321,Woohoo football weekend!!! Stop in for a pint and fill a growler of your favorite for 15% off. @ https://t.co/STgYOXMSpw
CharlotteCP,6.63018E+17,11/7/15 15:40,11/07/15,15:40,35.22483977,-80.84079342,Who will Panthers deactivate vs Packers? Jonathan Jones CARvsGB GBvsCAR Green Bay Packers Carolina Panthers https://t.co/WoUtMD0ZgM
